,Unnamed: 0,ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,ConvertedCompYearly
1367,22751,22752,I am a developer by profession,Employed full-time,Indonesia,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,7,3,"Developer, back-end",20 to 99 employees,IDR	Indonesian rupiah,,,C#;Groovy;HTML/CSS;Java;JavaScript;SQL,C#;HTML/CSS;Java;JavaScript;SQL;Swift,Elasticsearch;MongoDB;MySQL,MongoDB;MySQL;Oracle,,,Spring,Spring,,,Git,Git,Eclipse;NetBeans;Sublime Text;Vim;Visual Studio;Visual Studio Code,Eclipse;NetBeans;Sublime Text;Vim;Visual Studio;Visual Studio Code;Xcode,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, somewhat",No,18-24 years old,Woman,No,Straight / Heterosexual,Southeast Asian;East Asian,None of the above,None of the above,
1368,22801,22802,None of these,Employed full-time,India,,,"Other doctoral degree (Ph.D., Ed.D., etc.)",18 - 24 years,School;Online Courses or Certification;Books / Physical media,16,15,Academic researcher;Scientist,,,,,HTML/CSS;JavaScript;Perl;PHP;Python;R;SQL,HTML/CSS;JavaScript;Julia;Perl;PHP;Python;R;SQL,MariaDB;MySQL,MariaDB;MySQL,,,jQuery,Django;jQuery;React.js,NumPy;Pandas;TensorFlow,Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,,,,,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, definitely",No,35-44 years old,Woman,No,Straight / Heterosexual,South Asian,None of the above,None of the above,
1369,22803,22804,I am a developer by profession,Employed full-time,India,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Books / Physical media",4,Less than 1 year,"Developer, full-stack",500 to 999 employees,INR	Indian rupee,1400000.0,Yearly,C++;Java;Python;SQL,C#;HTML/CSS;JavaScript;Node.js;SQL,Firebase;MySQL;SQLite,MariaDB;Microsoft SQL Server;MongoDB;MySQL,,,,,NumPy;Pandas,.NET Framework;.NET Core / .NET 5;Flutter,Unity 3D;Unreal Engine,Git,Android Studio;Eclipse;NetBeans;RStudio,Sublime Text;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Panic,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,18-24 years old,Woman,No,Straight / Heterosexual,South Asian,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",19546.0
1370,22805,22806,I am a student who is learning to code,"Student, full-time",India,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",1,,,,,,,Bash/Shell;C;C#;C++;Elixir;Go;Julia;PowerShell;Python;Rust;SQL,Assembly;Bash/Shell;C;C++;Elixir;Go;PowerShell;Python;Rust;SQL,MongoDB;MySQL;PostgreSQL;Redis;SQLite,MongoDB;MySQL;PostgreSQL;Redis,Microsoft Azure,Microsoft Azure,Flask,,.NET Framework;.NET Core / .NET 5;Flutter;NumPy;Pandas;Qt;Torch/PyTorch,Torch/PyTorch,Docker;Git,Deno;Docker;Git,Android Studio;Atom;Eclipse;Emacs;IntelliJ;IPython/Jupyter;NetBeans;Neovim;Notepad++;PyCharm;Sublime Text;Vim;Visual Studio;Visual Studio Code,Vim;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Do other work and come back later;Play games;Panic,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Yes,Under 18 years old,"Man;Non-binary, genderqueer, or gender non-conforming",No,Queer,Southeast Asian,None of the above,None of the above,
1371,22819,22820,I am a student who is learning to code,"Not employed, and not looking for work",India,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",05 - 10 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School",9,,,,,,,C++;HTML/CSS;Python;R;SQL;Swift,Bash/Shell;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;LISP;PHP;Python;R;Ruby;SQL;Swift,MySQL,MongoDB;MySQL,,,,,Flutter,Flutter;NumPy;React Native;TensorFlow,Git,Git,RStudio;Visual Studio Code;Xcode,RStudio;Vim;Visual Studio Code;Xcode,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,18-24 years old,Woman,No,Straight / Heterosexual,South Asian,None of the above,None of the above,
1372,22829,22830,I am a student who is learning to code,"Student, full-time",India,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member;Online Courses or Certification;Books / Physical media",2,,,,,,,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL,C++;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript,MySQL,MongoDB;MySQL;SQLite,,,jQuery,Express;React.js,NumPy;Pandas,NumPy;Pandas,Git,Git;Yarn,Atom;IPython/Jupyter;Vim;Visual Studio Code,IPython/Jupyter;Vim;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,Yes,18-24 years old,Woman,No,,South Asian,None of the above,None of the above,
1373,22841,22842,I am a developer by profession,Employed full-time,India,,,"Professional degree (JD, MD, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Colleague",10,2,"Developer, full-stack;Developer, back-end",10 to 19 employees,INR	Indian rupee,45000.0,Monthly,PHP,Node.js;PHP,MySQL,Firebase;MySQL;Redis,AWS,AWS;Google Cloud Platform,jQuery;Laravel;Vue.js,Django;jQuery;Laravel;Vue.js,,,Git,Git,Atom;Sublime Text;Visual Studio Code,PHPStorm;Sublime Text;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,Neutral,Yes,18-24 years old,Woman,No,Straight / Heterosexual,South Asian,None of the above,None of the above,7536.0
1375,22858,22859,I am a developer by profession,Employed full-time,India,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,8,2,"Developer, front-end;Developer, full-stack;Developer, back-end",100 to 499 employees,INR	Indian rupee,620000.0,Yearly,C#;Dart;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL,C#;Go;HTML/CSS;JavaScript;Node.js;Python;SQL;Swift;TypeScript,Firebase;Microsoft SQL Server;MySQL;SQLite,Firebase;MongoDB;MySQL;PostgreSQL;Redis;SQLite,AWS;Google Cloud Platform;Heroku;Microsoft Azure,AWS;Google Cloud Platform;Heroku;Microsoft Azure,ASP.NET;ASP.NET Core ;React.js,ASP.NET;ASP.NET Core ;Django;React.js,.NET Framework;.NET Core / .NET 5;NumPy;Pandas;TensorFlow,.NET Framework;.NET Core / .NET 5;Hadoop;Keras;NumPy;Pandas;React Native;TensorFlow;Torch/PyTorch,Git;Kubernetes,Git;Kubernetes,IntelliJ;Notepad++;PyCharm;Sublime Text;Visual Studio;Visual Studio Code,IntelliJ;Notepad++;PyCharm;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, definitely",No,18-24 years old,Woman,No,Straight / Heterosexual,South Asian,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder)",8656.0
1376,22864,22865,I am a developer by profession,Employed full-time,China,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25 - 34 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Colleague",5,3,"Developer, desktop or enterprise applications;Academic researcher",20 to 99 employees,KHR	Cambodian riel,,Yearly,C;C++;Matlab;Python,C;C++;Matlab;Python,,,,,,,Qt,Qt,Git,Git,Visual Studio,Visual Studio,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow,Multiple times per day,Yes,A few times per week,"Yes, somewhat",No,25-34 years old,Woman,No,Straight / Heterosexual,East Asian,None of the above,None of the above,
1378,22917,22918,"I am not primarily a developer, but I write code sometimes as part of my work","Student, full-time",Germany,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25 - 34 years,School;Online Courses or Certification;Other (please specify):;Books / Physical media,10,,,,,,,C;C++;Haskell;HTML/CSS;Julia;Matlab;Python;R,C;C++;Haskell;R,,,,,,,,,,,Neovim;RStudio;Sublime Text;Vim;Visual Studio Code,Neovim;RStudio;Sublime Text;Vim;Visual Studio Code,MacOS,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Daily or almost daily,Neutral,No,25-34 years old,"Non-binary, genderqueer, or gender non-conforming",No,Prefer not to say,Middle Eastern,None of the above,None of the above,
1379,22920,22921,I am a student who is learning to code,"Student, full-time",Kazakhstan,,,Something else,05 - 10 years,"Other online resources (ex: videos, blogs, etc);Friend or family member",4,,,,,,,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL,C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python,Firebase;MySQL;PostgreSQL,Firebase;MongoDB,AWS;Google Cloud Platform;Heroku;Microsoft Azure,AWS;Heroku,Django,Django;React.js,NumPy;TensorFlow,React Native;TensorFlow,Git;Unity 3D;Unreal Engine;Xamarin,Git;Unity 3D,Android Studio;Atom;Eclipse;IntelliJ;IPython/Jupyter;Notepad++;PyCharm;Rider;Sublime Text;Vim;Visual Studio;Visual Studio Code;Xcode,IntelliJ;Notepad++;PyCharm;Rider;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",,Prefer not to say,"Man;Non-binary, genderqueer, or gender non-conforming",No,,,None of the above,None of the above,
1380,22928,22929,I am a developer by profession,Employed full-time,South Africa,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Friend or family member;Online Courses or Certification;Books / Physical media,9,3,"Developer, full-stack",20 to 99 employees,ZAR	South African rand,19282.0,Monthly,C#;HTML/CSS;SQL;TypeScript,C#;HTML/CSS;PowerShell;Python;Ruby;SQL;TypeScript,Microsoft SQL Server,Firebase;Microsoft SQL Server;MySQL,,,Angular;ASP.NET;ASP.NET Core ,Angular;ASP.NET;ASP.NET Core ;Laravel;Ruby on Rails;Vue.js,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5;Flutter;React Native,Docker;Git,Docker;Git;Xamarin;Yarn,Visual Studio;Visual Studio Code,Android Studio;IPython/Jupyter;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",No,18-24 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,15432.0
1381,22937,22938,I am a student who is learning to code,"Student, full-time",India,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,School,3,,,,,,,C;HTML/CSS;Java;JavaScript,Java;Kotlin;Python,Oracle,Oracle,,,,,,,,,Notepad++,IPython/Jupyter;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,18-24 years old,Woman,No,Straight / Heterosexual,South Asian,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",
1382,22973,22974,I code primarily as a hobby,,India,,,Primary/elementary school,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Books / Physical media",2,,,,,,,Python,C++;HTML/CSS;Java;JavaScript,,,,,Django;Flask,Angular;Django,NumPy;Pandas,TensorFlow;Torch/PyTorch,Git,Docker;Git,IPython/Jupyter;Visual Studio Code,Android Studio;Notepad++,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Panic,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",No,Under 18 years old,"Or, in your own words:",No,Prefer not to say,South Asian,I am blind / have difficulty seeing,None of the above,
1383,23004,23005,I am a developer by profession,Employed full-time,China,,,Some college/university study without earning a degree,18 - 24 years,"Other online resources (ex: videos, blogs, etc)",10,8,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineer, data;Other (please specify):;Developer, back-end;Database administrator;Scientist;Developer, QA or test;Developer, game or graphics;Developer, embedded applications or devices;Engineering manager;Engineer, site reliability;System administrator",2 to 9 employees,CNY	Chinese Yuan Renminbi,16000.0,Monthly,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Kotlin;Node.js;SQL;TypeScript,Assembly;Bash/Shell;C;C#;C++;Node.js;TypeScript,MariaDB;MySQL,MariaDB,,,Express,Express,.NET Framework,.NET Framework;.NET Core / .NET 5,Git;Unity 3D,Git;Unity 3D;Unreal Engine,Android Studio;IntelliJ;Notepad++;Vim;Visual Studio;Visual Studio Code,Notepad++;Vim;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",Yes,25-34 years old,"Or, in your own words:",No,,White or of European descent,None of the above,None of the above,27432.0
1384,23012,23013,I am a student who is learning to code,"Student, full-time",Mexico,,,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member;Online Courses or Certification;Colleague",3,,,,,,,C++;Python,C++;Java;Python,,,,,,,NumPy,NumPy,,,,,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games;Panic,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",No,18-24 years old,Woman,No,Straight / Heterosexual;Bisexual,Hispanic or Latino/a/x,None of the above,I have a concentration and/or memory disorder (e.g. ADHD);I have an anxiety disorder,
1385,23014,23015,I am a developer by profession,Employed full-time,Czech Republic,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification",11,5,"Developer, full-stack;Developer, embedded applications or devices",100 to 499 employees,EUR European Euro,,Monthly,Bash/Shell;C;HTML/CSS;JavaScript;Matlab;Node.js;SQL;TypeScript;VBA,Bash/Shell;C;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;VBA,Firebase;MongoDB;MySQL;Redis,MongoDB,DigitalOcean,,Angular;jQuery;React.js;Vue.js,jQuery;React.js;Vue.js,,,Docker;Git,Ansible;Docker;Git,Eclipse;Notepad++;Vim;Visual Studio Code,Eclipse;Notepad++;Vim;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games;Panic,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,25-34 years old,Woman,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,
1386,23016,23017,"I am not primarily a developer, but I write code sometimes as part of my work","Student, full-time",United States of America,California,,Some college/university study without earning a degree,05 - 10 years,School;Online Forum;Friend or family member;Online Courses or Certification;Books / Physical media,10,,,,,,,Assembly;C;C++;Java;JavaScript;Python,Assembly;C;C++;Java;Python,,,,,jQuery,jQuery,NumPy,,Git,Git,Eclipse;Visual Studio,Eclipse,Windows,Visit Stack Overflow;Google it;Do other work and come back later;Play games,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",No,18-24 years old,"Man;Non-binary, genderqueer, or gender non-conforming",No,Prefer to self-describe:,South Asian,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder;I have autism / an autism spectrum disorder (e.g. Asperger's)",
1387,23017,23018,I am a developer by profession,Employed full-time,Spain,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,12,9,"Developer, full-stack",100 to 499 employees,EUR European Euro,40000.0,Monthly,HTML/CSS;Java;JavaScript;Python;SQL,Node.js;Python,MySQL;Oracle,,AWS,AWS,Django;jQuery;Spring,Angular.js,,,Git,Docker;Git,Eclipse;Notepad++;PyCharm;Sublime Text,Eclipse;Notepad++;Sublime Text,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later;Panic,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,Woman,No,Straight / Heterosexual,White or of European descent;Hispanic or Latino/a/x,None of the above,None of the above,518868.0
